TimeStep;AvgCohesion;AvgAlignment;AvgSeparation;AvgAvoidance;AvgFoodAttraction;AvgAvoidanceDistance
0;0,09968392856844625;0,10019878646631356;0,09972509218983454;0,09858442334995367;0,10064887123589498;0,10050143458836526
1;0,09966674656316758;0,10003794340803548;0,09993652108750735;0,09850251473579925;0,10105418419343025;0,10049111016517302
2;0,09953980785240085;0,1007024606269333;0,10057343965484117;0,09788590673685087;0,10084079221541939;0,1013479066287404
3;0,099438126342102;0,10171614077688297;0,10094052972269689;0,09769559579532185;0,10002939562365235;0,10173483125595714
4;0,100553230731801;0,10208861450871176;0,10090537613312857;0,10061585805588061;0,0997593985074055;0,10070239048380156
5;0,10079772958485061;0,10275410404262621;0,10087813133826128;0,10111186072692151;0,10120596951586518;0,10081507009236067
6;0,10172681909301037;0,10354090431456575;0,10011063843982548;0,10115605706935674;0,10190872028987398;0,1014189031437735
7;0,10306406868271328;0,10265296636446788;0,09921209742043431;0,1012561899290441;0,10114190394504326;0,1017140570122379
8;0,10290798008318568;0,10233827259027194;0,09943593062981662;0,1006283400784555;0,10109859117943552;0,10191180065314456
9;0,10354816355618283;0,10250900389429549;0,09832136552831434;0,10048240329081638;0,10130229024282222;0,10160740282733181
10;0,10320664099740678;0,10327825637037312;0,09893007827901366;0,10017042990248051;0,10062490733827228;0,10188271043820737
11;0,10372537740851587;0,1028898860168782;0,09792816788881262;0,09990173087964282;0,10053717128980244;0,10201678673996219
12;0,10447098493540427;0,102463028156654;0,09778013684368807;0,09943334432642434;0,10078299491241846;0,10221732148259798
13;0,10611549472127439;0,10292282169638552;0,09723020601326718;0,09895049275118319;0,10133652960528948;0,1025465139093393
14;0,10639468363157219;0,10242959277228021;0,09548418704850424;0,10030327030770328;0,10066381939866924;0,10264245366282936
15;0,10619822503604134;0,10269860408264467;0,09501311314185584;0,09986277340422908;0,10092577518798668;0,10305738978459224
16;0,104750992531749;0,10244666599978865;0,0955101654479768;0,09994222483474861;0,0998158783027239;0,10286432630613392
17;0,10506830915784479;0,10238870417529715;0,09499416025261938;0,09926309916783828;0,10012315357292094;0,10283025779040288
18;0,10468256727360677;0,1018255598254459;0,09539553950760515;0,09930202689196073;0,0992698665755043;0,10250203387631393
19;0,10383552696080443;0,10134838162299227;0,0966073283041242;0,09895837652228259;0,09959175850506856;0,10322411372162718
20;0,10225260134849824;0,10091673935218785;0,0966630050905007;0,10096132631077377;0,09816893266283241;0,10395921205088031
21;0,10158367572304883;0,10134643612550646;0,09610148982482883;0,1021136941597347;0,09799418652978653;0,10402915193560539
22;0,10202588175433448;0,10170234484381556;0,09595733438851564;0,10189241131426696;0,09854605923925325;0,10348711987941676
